"gene.sets";"genes";"Level";"Term"
"GO:0016787";"YALI1_C03335g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F19218g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B27320g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F07429g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F39426g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F06708g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_E21832g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_B21562g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_A12403g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_D35148g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_C00422g";"molecular_function";"hydrolase activity"
"GO:0016787";"YALI1_F04238g";"molecular_function";"hydrolase activity"
"GO:0016788";"YALI1_E36472g";"molecular_function";"hydrolase activity, acting on ester bonds"
"GO:0016788";"YALI1_D33735g";"molecular_function";"hydrolase activity, acting on ester bonds"
"GO:0016791";"YALI1_F15533g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_E32077g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_F32342g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_E32054g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_D20359g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_D34508g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_B24424g";"molecular_function";"phosphatase activity"
"GO:0016791";"YALI1_B12337g";"molecular_function";"phosphatase activity"
"GO:0016798";"YALI1_A16618g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_D14489g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_E39796g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_A13224g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_A20995g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_A11797g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_D24918g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016798";"YALI1_D14500g";"molecular_function";"hydrolase activity, acting on glycosyl bonds"
"GO:0016799";"YALI1_D21145g";"molecular_function";"hydrolase activity, hydrolyzing N-glycosyl compounds"
"GO:0016805";"YALI1_B12633g";"molecular_function";"dipeptidase activity"
"GO:0016807";"YALI1_E17014g";"molecular_function";"cysteine-type carboxypeptidase activity"
"GO:0016813";"YALI1_A03116g";"molecular_function";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
"GO:0016817";"YALI1_B09708g";"molecular_function";"hydrolase activity, acting on acid anhydrides"
"GO:0016817";"YALI1_F20330g";"molecular_function";"hydrolase activity, acting on acid anhydrides"
"GO:0016818";"YALI1_F27663g";"molecular_function";"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"GO:0016818";"YALI1_C32633g";"molecular_function";"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"GO:0016818";"YALI1_F08454g";"molecular_function";"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"GO:0016829";"YALI1_E41754g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_C09851g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_B04138g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_B30024g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_E41315g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_B25107g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_B09333g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_E11402g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_E08620g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_E33858g";"molecular_function";"lyase activity"
"GO:0016829";"YALI1_E24461g";"molecular_function";"lyase activity"
"GO:0016830";"YALI1_E08709g";"molecular_function";"carbon-carbon lyase activity"
"GO:0016831";"YALI1_D08884g";"molecular_function";"carboxy-lyase activity"
"GO:0016833";"YALI1_C09467g";"molecular_function";"oxo-acid-lyase activity"
"GO:0016846";"YALI1_C30440g";"molecular_function";"carbon-sulfur lyase activity"
"GO:0016853";"YALI1_B24638g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_F02518g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_B02781g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_E14505g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_E29085g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_B08540g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_B02345g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_C30514g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_E23348g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_C17050g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_A18036g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_C11930g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_C20023g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_F29852g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_A18010g";"molecular_function";"isomerase activity"
"GO:0016853";"YALI1_D03952g";"molecular_function";"isomerase activity"
"GO:0016868";"YALI1_D20359g";"molecular_function";"intramolecular transferase activity, phosphotransferases"
"GO:0016868";"YALI1_F05459g";"molecular_function";"intramolecular transferase activity, phosphotransferases"
"GO:0016872";"YALI1_D20695g";"molecular_function";"intramolecular lyase activity"
"GO:0016874";"YALI1_C01576g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_E27504g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_D15523g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_F03356g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_E35023g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_C04991g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_B22561g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_D20931g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_C07979g";"molecular_function";"ligase activity"
"GO:0016874";"YALI1_A10934g";"molecular_function";"ligase activity"
"GO:0016879";"YALI1_A02096g";"molecular_function";"ligase activity, forming carbon-nitrogen bonds"
"GO:0016880";"YALI1_F08845g";"molecular_function";"acid-ammonia (or amide) ligase activity"
"GO:0016887";"YALI1_E04420g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D11614g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_C04401g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_F03855g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_E16731g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_B03979g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D27826g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_C21603g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_E25866g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_B21323g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_A00102g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D14609g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_B29895g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_F20712g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D14639g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_F04433g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D14300g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_C32771g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_F16035g";"molecular_function";"ATPase activity"
"GO:0016887";"YALI1_D29335g";"molecular_function";"ATPase activity"
"GO:0016905";"YALI1_D35669g";"molecular_function";"myosin heavy chain kinase activity"
"GO:0016906";"YALI1_D23094g";"molecular_function";"sterol 3-beta-glucosyltransferase activity"
"GO:0016906";"YALI1_D23067g";"molecular_function";"sterol 3-beta-glucosyltransferase activity"
"GO:0016920";"YALI1_F35610g";"molecular_function";"pyroglutamyl-peptidase activity"
"GO:0016925";"YALI1_F10115g";"biological_process";"protein sumoylation"
"GO:0016925";"YALI1_E27504g";"biological_process";"protein sumoylation"
"GO:0016925";"YALI1_B29539g";"biological_process";"protein sumoylation"
"GO:0016925";"YALI1_D08031g";"biological_process";"protein sumoylation"
"GO:0016925";"YALI1_E33220g";"biological_process";"protein sumoylation"
"GO:0016925";"YALI1_A11500g";"biological_process";"protein sumoylation"
"GO:0016926";"YALI1_D26721g";"biological_process";"protein desumoylation"
"GO:0016926";"YALI1_E25211g";"biological_process";"protein desumoylation"
"GO:0016971";"YALI1_D34258g";"molecular_function";"flavin-linked sulfhydryl oxidase activity"
"GO:0016971";"YALI1_C31888g";"molecular_function";"flavin-linked sulfhydryl oxidase activity"
"GO:0016972";"YALI1_D12147g";"molecular_function";"thiol oxidase activity"
"GO:0016972";"YALI1_E25453g";"molecular_function";"thiol oxidase activity"
"GO:0016973";"YALI1_C05636g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E17100g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_B02874g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E21513g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_A10022g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F19126g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F20457g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_A04109g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_D04680g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E37026g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E31565g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E22004g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F32067g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_C30632g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_A21746g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F12504g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F33587g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E04060g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_C30399g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_E27406g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_B15521g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_A18286g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_D19306g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F07344g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016973";"YALI1_F12535g";"biological_process";"poly(A)+ mRNA export from nucleus"
"GO:0016992";"YALI1_E13472g";"molecular_function";"lipoate synthase activity"
"GO:0017005";"YALI1_D09790g";"molecular_function";"3'-tyrosyl-DNA phosphodiesterase activity"
"GO:0017013";"YALI1_F15793g";"biological_process";"protein flavinylation"
"GO:0017022";"YALI1_E03723g";"molecular_function";"myosin binding"
"GO:0017022";"YALI1_C30884g";"molecular_function";"myosin binding"
"GO:0017025";"YALI1_F38756g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_F39885g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_C03582g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_E28599g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_C04389g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_F03855g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_C14774g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_F29317g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_D21167g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_D14300g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_E28170g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_D27450g";"molecular_function";"TBP-class protein binding"
"GO:0017025";"YALI1_E19494g";"molecular_function";"TBP-class protein binding"
"GO:0017050";"YALI1_B14826g";"molecular_function";"D-erythro-sphingosine kinase activity"
"GO:0017053";"YALI1_E18303g";"cellular_component";"transcription repressor complex"
"GO:0017053";"YALI1_B09894g";"cellular_component";"transcription repressor complex"
"GO:0017054";"YALI1_E19494g";"cellular_component";"negative cofactor 2 complex"
"GO:0017054";"YALI1_E09972g";"cellular_component";"negative cofactor 2 complex"
"GO:0017056";"YALI1_D10623g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_C30399g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_A04109g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_B04200g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_D22157g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_F31934g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_B21628g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_F27237g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_F35938g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_E03320g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_C30632g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_D11437g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_B04123g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_F18081g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_C31989g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_A02546g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_A21720g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017056";"YALI1_D11479g";"molecular_function";"structural constituent of nuclear pore"
"GO:0017057";"YALI1_C26276g";"molecular_function";"6-phosphogluconolactonase activity"
"GO:0017057";"YALI1_E14505g";"molecular_function";"6-phosphogluconolactonase activity"
"GO:0017059";"YALI1_F20637g";"cellular_component";"serine C-palmitoyltransferase complex"
"GO:0017061";"YALI1_B17871g";"molecular_function";"S-methyl-5-thioadenosine phosphorylase activity"
