Accession;"ST6512-R1
Absolute abundance (mg protein / g CDW)";"ST6512-R2
Absolute abundance (mg protein / g CDW)";"ST6512-R3
Absolute abundance (mg protein / g CDW)";"OKYL029-R1
Absolute abundance (mg protein / g CDW)";"OKYL029-R2
Absolute abundance (mg protein / g CDW)";"OKYL029-R3
Absolute abundance (mg protein / g CDW)";"JFYL007-R1
Absolute abundance (mg protein / g CDW)";"JFYL007-R2
Absolute abundance (mg protein / g CDW)";"JFYL007-R3
Absolute abundance (mg protein / g CDW)";"JFYL014-R1
Absolute abundance (mg protein / g CDW)";"JFYL014-R2
Absolute abundance (mg protein / g CDW)";"JFYL014-R3
Absolute abundance (mg protein / g CDW)";"JFYL018-R1
Absolute abundance (mg protein / g CDW)-R1";"JFYL018-R2
Absolute abundance (mg protein / g CDW)-R2";"JFYL018-R3
Absolute abundance (mg protein / g CDW)-R3"
Q6C2U0;0.042222778;0.033251164;0.021856961;0.030164918;0.038434457;0.033274287;0.035458462;0.041994794;0.040460652;0.047517205;0.032953153;0.04342556;0.038372226;0.039326059;0.047400569
Q6C360;0.05821593;0.047543755;0.037700032;0.040411447;0.051819107;0.053318538;0.044706864;0.051267806;0.044966186;0.049749005;0.041154671;0.054233236;0.036049758;0.044555182;0.049955951
Q6C1P4;0.15338043;0.141601098;0.118053474;0.123155113;0.126223553;0.141760973;0.182618035;0.22018835;0.212858789;0.250307669;0.241261643;0.243958942;0.147964677;0.212202082;0.19891372
Q6C9D8;0.087557062;0.075596425;0.045302792;0.032330262;0.083041122;0.077007873;0.090569513;0.119455142;0.079512434;0.083374079;0.046563819;0.102874586;0.059985319;0.04879048;0.089774221
Q6BZX4;0.033482783;0.028272392;0.021692129;0.02285838;0.029100565;0.029873727;0.033436981;0.038934289;0.035569316;0.037327956;0.035608211;0.037594698;0.027480754;0.033671225;0.035009322
Q6CH80;0.022027573;0.02280723;0.017910437;0.015866632;0.018948224;0.023011589;0.024574073;0.02840173;0.029048964;0.029607858;0.030225599;0.031933035;0.020138563;0.027563123;0.025222582
Q6BZR4;0.027081644;0.024203628;0.025077662;0.027109306;0.034626599;0.032791268;0.055483757;0.061988745;0.060028405;0.050082223;0.057612093;0.055653713;0.037431417;0.038917207;0.045753368
Q6CB13;0.070267057;0.05984596;0.053802174;0.093389988;0.082335096;0.076904705;0.063197524;0.070505121;0.060113897;0.070181662;0.060642176;0.079172155;0.046441122;0.050765114;0.070987619
Q6CDY5;0.009905205;0.007708879;0.009352615;0.029791747;0.019461584;0.010165504;0.017875273;0.019508535;0.013888688;0.01826634;0.019173641;0.025337097;0.015608407;0.020586294;0.022665529
Q6C9X3;0.085462754;0.071622253;0.06585412;0.039565227;0.08134667;0.085285582;0.056256319;0.068527213;0.068408322;0.071239737;0.063795767;0.07050659;0.040468385;0.059538675;0.053600853
Q6C3X8;0.215015169;0.189641421;0.119794537;0.257051173;0.247127197;0.22220914;0.068990507;0.072282498;0.056232368;0.055589368;0.052306931;0.053808279;0.069628961;0.063792337;0.116288352
Q6C4P0;0.125471243;0.117502243;0.093399599;0.117623716;0.11782915;0.12010904;0.113119466;0.125542588;0.116093164;0.105590811;0.084977386;0.112002562;0.097148361;0.120575888;0.12790161
Q6CGF5;0.107403301;0.091839846;0.051764297;0.03550577;0.106795504;0.093374387;0.039094806;0.046223522;0.038894971;0.041828933;0.030330334;0.041319966;0.033524522;0.036221003;0.059535901
Q6CBJ6;0.021790244;0.019149714;0.018112619;0.032596214;0.02040712;0.022142186;0.033144941;0.044691096;0.040556575;0.047171194;0.046593414;0.04001634;0.026084997;0.032243186;0.033726181
Q6CHS6;0.019390421;0.017766369;0.014446404;0.012575759;0.017381432;0.017405822;0.019387576;0.021757879;0.018904712;0.019943941;0.018250548;0.020036618;0.015409029;0.019891352;0.020961788
Q6CC35;0.032752621;0.029767491;0.025637354;0.024987414;0.039179574;0.03701178;0.049200738;0.05287959;0.044926481;0.03982177;0.038130191;0.046735488;0.029235624;0.034034933;0.039937815
Q6CI86;0.009432902;0.00744831;0.005181567;0.023743573;0.010266076;0.007866645;0.005449166;0.005368797;0.004612213;0.004496957;0.005532197;0.006636439;0.005329582;0.005285691;0.006636078
Q6CBB0;0.00927674;0.00767715;0.021391573;0.047173417;0.042760678;0.022031948;0.063846591;0.061962021;0.038405218;0.034659425;0.086409;0.041893374;0.064454936;0.055133687;0.073234118
Q6CAW6;0.021833121;0.022219962;0.016032269;0.011066958;0.017795262;0.020096897;0.028791044;0.034224618;0.037834716;0.042292796;0.041884913;0.042113421;0.021342774;0.029083896;0.027322653
Q6CCB3;0.053679688;0.044482097;0.042101396;0.057822812;0.049807163;0.051399497;0.051059591;0.060723737;0.055719771;0.051637685;0.056536185;0.05667236;0.043356045;0.057609608;0.055760863
F2Z5Z5;0.046021207;0.042663968;0.034704761;0.028141122;0.040011476;0.043645691;0.05436163;0.0604795;0.062130331;0.065440284;0.063105993;0.07142763;0.042387349;0.057275861;0.055585988
Q6CE54;0.058623998;0.047538123;0.038852253;0.022169751;0.061153281;0.052607756;0.053685291;0.051116161;0.04359354;0.050292203;0.029813381;0.043448631;0.044412464;0.048596977;0.056561768
Q6CGB2;0.022990993;0.021243482;0.012595148;0.014198743;0.024849918;0.023301515;0.014408327;0.01594684;0.016159178;0.014801075;0.010411088;0.013773396;0.014938565;0.014752385;0.021082134
Q6C6W8;0.028708947;0.026167229;0.021842168;0.077935721;0.053071723;0.03211623;0.043395436;0.037084033;0.035120894;0.036261703;0.033987473;0.037926078;0.040715993;0.050497678;0.061240622
Q6C6B0;0.027416007;0.024604849;0.0217472;0.02281686;0.023167711;0.027479572;0.030523836;0.035869767;0.037595001;0.032825763;0.034806283;0.041659601;0.026213084;0.032383509;0.031134034
Q6C3K1;0.030606683;0.018582192;0.020753856;0.03741505;0.03852991;0.02509298;0.025564687;0.02888854;0.031520178;0.028681353;0.0246847;0.030745944;0.017508258;0.030212074;0.023415182
Q6CB46;0.012318734;0.010732136;0.006944369;0.036996327;0.014630416;0.008963115;0.007842775;0.006955968;0.006696186;0.006410274;0.005342983;0.007270983;0.005616861;0.005981581;0.007546477
Q6C556;0.052301078;0.042642404;0.047154329;0.051991991;0.059404297;0.04999819;0.076726672;0.077570826;0.064656271;0.069080911;0.07627972;0.079730596;0.062528486;0.076878699;0.082990124
Q6CG81;0.073691055;0.056245749;0.052790858;0.056765549;0.063329695;0.061347387;0.109419825;0.111501573;0.119884182;0.112638615;0.109683193;0.136011768;0.061746416;0.088415532;0.078721464
Q6C344;0.008976507;0.0080125;0.005964776;0.010822543;0.008637111;0.008344739;0.007916315;0.009325209;0.008167386;0.008616174;0.006804239;0.011060559;0.006214039;0.008707664;0.007986017
Q6C9Y7;0.053096761;0.032241312;0.031316435;0.019879062;0.036105508;0.051084079;0.099516983;0.092606749;0.073103054;0.0775199;0.047350879;0.081118043;0.106889018;0.095072916;0.135716918
Q6CC34;0.033738836;0.026968866;0.021414473;0.028912781;0.029400669;0.032994232;0.052256643;0.061141271;0.059480514;0.065615729;0.074986463;0.06967285;0.049092372;0.045853068;0.056685101
Q6CA90;0.023207791;0.020312006;0.022196638;0.056927842;0.025220007;0.02714326;0.02714812;0.03486514;0.029467352;0.031432034;0.024377179;0.02949963;0.028770196;0.034635941;0.03809364
Q6CGZ0;0.045328862;0.04308076;0.032498706;0.039126318;0.041267415;0.041312416;0.061448041;0.050031338;0.047650233;0.059736415;0.051411467;0.067395412;0.033491339;0.047072288;0.0511469
Q6C9H9;0.013663264;0.014323346;0.011465744;0.012781994;0.015087442;0.015715689;0.040203275;0.038785921;0.044905316;0.040072567;0.04587421;0.059892075;0.032907507;0.042602798;0.042708111
Q6BZP4;0.043662267;0.041499827;0.037718441;0.03764634;0.06492616;0.05495908;0.069015552;0.079271049;0.072578535;0.065444594;0.052032269;0.056973513;0.068469091;0.068834566;0.09492124
Q6C3Z3;0.071548284;0.06619281;0.069002566;0.128435288;0.093043141;0.079414694;0.145747878;0.14612356;0.133421104;0.142830539;0.164026967;0.165307742;0.124142301;0.157172176;0.1608662
Q6C8Z0;0.004058754;0.003675164;0.00275465;0.006107708;0.00429591;0.003695388;0.004413099;0.005977656;0.005064865;0.004460936;0.004938512;0.004957252;0.004220148;0.004897485;0.005199737
Q6C9X9;0.063299936;0.042880673;0.029808822;0.100820667;0.104854356;0.058555023;0.042601335;0.065873102;0.054643923;0.055315511;0.047930033;0.039946384;0.029619676;0.035049824;0.036396564
Q6C9Z4;0.03017439;0.030059264;0.022556575;0.141664546;0.032755408;0.031114739;0.029061356;0.032138355;0.03959329;0.031451337;0.031239596;0.032006321;0.02811821;0.035366385;0.030558884
Q6CDQ9;0.051489585;0.048639441;0.034423516;0.08682179;0.050984056;0.056511635;0.056894642;0.06905543;0.056315369;0.058496343;0.05623557;0.055969692;0.033633302;0.034609408;0.050782331
Q6CC90;0.037008379;0.032709693;0.023647544;0.036705375;0.032474179;0.035419127;0.031664952;0.041176261;0.034199974;0.034664344;0.032658532;0.039544126;0.025245051;0.031329214;0.036216099
Q6CEV8;0.035814168;0.032740124;0.027399989;0.025675465;0.032954725;0.033432275;0.033741951;0.037913645;0.03184058;0.032534176;0.025741141;0.033013444;0.029753591;0.03670464;0.042863924
Q6CEY6;0.058773218;0.052328361;0.053744402;0.07205629;0.075593252;0.064690178;0.097398386;0.110399702;0.092519273;0.090451572;0.101136456;0.097974279;0.082802745;0.097085362;0.107208636
Q6C942;0.069049757;0.062369272;0.054878618;0.061105365;0.077167075;0.073075123;0.109331632;0.102881595;0.131342201;0.130688275;0.163053681;0.130903167;0.096902277;0.116881141;0.102459791
Q6CG16;0.032428162;0.025396778;0.018517223;0.016291115;0.028226701;0.026875624;0.034866365;0.035587271;0.037670134;0.045210179;0.038964142;0.043216612;0.032401885;0.039063351;0.036201107
Q6C444;0.017305182;0.015268478;0.01093028;0.021850356;0.014928765;0.013477526;0.01194111;0.015418064;0.01339773;0.015782419;0.011910714;0.01436328;0.012757439;0.014796138;0.016966898
Q6C6T3;0.042408127;0.039811225;0.036216053;0.130597707;0.049442741;0.043281177;0.047921519;0.053918614;0.042317692;0.049788041;0.043392796;0.048490913;0.041579917;0.052585061;0.057916418
P09230;0.013670985;0.014253847;0.01102665;0.015834482;0.008610593;0.009630232;0.025039633;0.032154442;0.032912739;0.024410684;0.033589887;0.025851692;0.021935142;0.033770054;0.025283233
Q6C9A4;0.037573916;0.036523759;0.031650236;0.040635543;0.045451596;0.042825867;0.063306531;0.063218461;0.053478354;0.064505629;0.057411693;0.063578075;0.040608958;0.04245898;0.050540095
Q6C2X2;0.085347013;0.091835085;0.072124169;0.103877465;0.072864154;0.067000452;0.113545514;0.117561806;0.119163092;0.1174476;0.125513644;0.130609248;0.096717465;0.125879319;0.122361882
Q6CAM0;0.135184006;0.133177008;0.123743737;0.081141427;0.120369847;0.140700244;0.155955828;0.171188688;0.179331336;0.181769563;0.193713039;0.217207299;0.116332474;0.164776181;0.146051721
Q6CEK5;0.119649358;0.12397154;0.08995798;0.070285624;0.10385139;0.115072356;0.122520816;0.164567093;0.167186534;0.171923164;0.191723143;0.16304185;0.108740781;0.134042266;0.134246772
Q6BZN9;0.016967385;0.015333825;0.021442619;0.007445776;0.022432856;0.031486299;0.041594507;0.059726192;0.076674522;0.047305009;0.032946857;0.059856621;0.013565095;0.014429003;0.013884544
Q6C939;0.098006147;0.098022871;0.065495124;0.14880121;0.08849981;0.089341104;0.073991471;0.096908838;0.079980485;0.088474351;0.073635136;0.084336906;0.073315379;0.083198333;0.10123297
Q6C9K9;0.042260805;0.044665805;0.031908351;0.015190385;0.045200624;0.038057669;0.039336529;0.042710623;0.043114647;0.042117565;0.028804393;0.040576776;0.033267649;0.041516088;0.043698408
Q6CAZ3;0.022368558;0.018078778;0.014648636;0.01435892;0.019423663;0.018510824;0.016525265;0.020646743;0.02048319;0.018365415;0.016777304;0.020354985;0.016831072;0.02079619;0.021434645
Q6C4T8;0.013060832;0.012759854;0.012896357;0.010337903;0.012748754;0.015459871;0.024059841;0.028320179;0.026759291;0.028401876;0.029417479;0.030301102;0.018660756;0.020888074;0.022665289
Q6CAK6;0.005500607;0.004191241;0.010681286;0.012147494;0.014888176;0.014394043;0.018136443;0.021992832;0.020769906;0.018282779;0.016433036;0.020773;0.012670767;0.014219173;0.015137869
Q6CCX8;0.029734592;0.021562888;0.010879842;0.034494996;0.053546095;0.034523496;0.006799798;0.006869342;0.006063098;0.005491589;0.00429559;0.005620828;0.006448588;0.00616739;0.010809927
Q6C7N6;0.066611698;0.064674972;0.055799181;0.042221101;0.0511181;0.058674789;0.101447789;0.113068511;0.115033597;0.15445412;0.162747806;0.169564586;0.080721833;0.111663131;0.09769994
Q6C7N5;0.017980776;0.014885207;0.012141366;0.015522051;0.015135263;0.015794042;0.01841869;0.021631554;0.019916957;0.022079411;0.020920757;0.021267918;0.015256123;0.020326975;0.019245532
Q6C6J9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q6CDV1;0.020746698;0.016665285;0.019468196;0.037430565;0.031517448;0.025358552;0.024232822;0.030196089;0.025109458;0.025539515;0.027119496;0.028097298;0.021271342;0.027605689;0.03335462
Q6C850;0.106481327;0.097983102;0.083948599;0.074557213;0.049820201;0.094060454;0.24594267;0.286951865;0.280794258;0.178387841;0.247762174;0.199109218;0.240078478;0.38866632;0.283698307
Q6C5B5;0.048623331;0.030033616;0.018840897;0.016882505;0.037060756;0.040404629;0.041879948;0.040436114;0.042619661;0.048047862;0.031174758;0.04668786;0.035775607;0.03564169;0.045425449
Q6C1W8;0.072776054;0.073745609;0.060144707;0.049509037;0.070714591;0.07625986;0.083847732;0.084194287;0.079898777;0.082667057;0.07332408;0.092821478;0.064307501;0.072263797;0.086503424
Q6C525;0.07664545;0.067208721;0.049453961;0.037311003;0.067120867;0.065791511;0.068836181;0.084135265;0.084517635;0.074220402;0.076719859;0.083443258;0.050644095;0.065558952;0.070199329
Q6CDE2;0.035730071;0.020859081;0.019175705;0.021658378;0.020743579;0.022096984;0.024819668;0.025457753;0.022174104;0.031582942;0.020786832;0.026084692;0.01754857;0.021434999;0.022024271
Q6CHZ7;0.021130497;0.020489073;0.016337036;0.055878743;0.035962051;0.024917495;0.03225129;0.029952801;0.028011241;0.026860857;0.023042921;0.028064039;0.021582174;0.024957641;0.026606453
Q6C9R3;0.040348249;0.038100658;0.028805793;0.040326896;0.049555087;0.045117575;0.03225154;0.041775465;0.036275934;0.038131162;0.033125682;0.035123074;0.031365861;0.03422502;0.043690657
Q6C4Z2;0.008445756;0.006936147;0.012512684;0.03561897;0.025795067;0.02017566;0.029548535;0.036087779;0.027242524;0.034581511;0.031630865;0.041212896;0.02503161;0.023618854;0.036904861
Q6C7V2;0.021181725;0.017209492;0.022324536;0.011957405;0.028248447;0.027548396;0.041415407;0.041902003;0.043978215;0.039809763;0.043819723;0.046480993;0.034994125;0.048944995;0.039885663
Q6CEW4;0.071583751;0.07623144;0.055060465;0.064093442;0.081611859;0.080011891;0.081433587;0.077757927;0.072518387;0.072271608;0.06513655;0.076287464;0.045526237;0.058742357;0.066604054
Q6C987;0.033522635;0.026211861;0.022133031;0.022626282;0.028352727;0.029056403;0.039563442;0.044165123;0.04066814;0.035180072;0.034483912;0.034683668;0.032182303;0.035251295;0.040000022
Q6CGC1;0.023573681;0.02013176;0.01821759;0.030854603;0.020766649;0.020113458;0.034985642;0.043928703;0.038985152;0.038926344;0.049190553;0.041018654;0.036026402;0.036593533;0.040528593
Q6CDI7;0.014581372;0.015399087;0.0246448;0.103830476;0.053694474;0.030343263;0.042016018;0.044187653;0.030802301;0.025680623;0.046884988;0.025932939;0.047887462;0.045226628;0.058073131
Q6CC33;0.128571601;0.11251872;0.097369068;0.122197378;0.100467553;0.115065157;0.126925114;0.176055421;0.153292112;0.178159991;0.175887013;0.195134301;0.106845656;0.134910212;0.149540408
Q6CFV9;0.006710415;0.006284953;0.004841621;0.007217726;0.008500824;0.007809172;0.006361689;0.006449799;0.005595181;0.005563611;0.004210236;0.005554335;0.003792558;0.004078205;0.004680827
Q6C1V8;0.0794554;0.072359593;0.050343423;0.044909643;0.040685352;0.042371905;0.0190443;0.019952715;0.017900505;0.018097646;0.016116029;0.018783713;0.018973331;0.022864367;0.025787102
Q6C4Z9;0.049885835;0.041640395;0.034320735;0.026130529;0.042915068;0.04391579;0.04316688;0.052192903;0.048148017;0.047292911;0.041286859;0.04475379;0.035695301;0.045332329;0.046176096
Q6C7T4;0.029975052;0.028428132;0.020547928;0.035572161;0.022322295;0.024747974;0.037119617;0.03979808;0.040473806;0.041209178;0.047036902;0.046261044;0.029488759;0.041894351;0.038816506
Q6C821;0.01415841;0.013680285;0.012026015;0.006046324;0.01208683;0.012963883;0.01966745;0.019620295;0.02171034;0.020180254;0.022655178;0.02333833;0.016739305;0.024447206;0.018514916
Q6C3T6;0.028431759;0.020656816;0.029134971;0.076426818;0.047003362;0.033915262;0.055581617;0.055804893;0.045187928;0.043533204;0.059670081;0.046383401;0.060036088;0.061144542;0.07215052
Q6CDP2;0.024171949;0.025181192;0.020008386;0.011096982;0.019895482;0.021573086;0.02639266;0.028861143;0.031182156;0.03399125;0.036365309;0.038087714;0.022786515;0.028464586;0.027097318
Q96VC9;0.012868601;0.012702493;0.009196425;0.012202864;0.012023559;0.01354811;0.012556296;0.014947053;0.012652492;0.012903937;0.011368053;0.0149861;0.009222924;0.010331317;0.012224306
Q6CAZ6;0.045129242;0.043892011;0.040962467;0.071305115;0.047670072;0.050830276;0.046433688;0.053151631;0.052667008;0.056561221;0.063403945;0.057838123;0.032500699;0.040910412;0.042601936
Q6C8T8;0.023829026;0.020649017;0.016309357;0.020773413;0.022060409;0.019459933;0.026659117;0.031528054;0.029332242;0.031761343;0.031489883;0.033193254;0.024421611;0.035274368;0.034336657
Q6C2L8;0.077709093;0.064725904;0.060574878;0.029982582;0.064077397;0.075555328;0.083374717;0.098435208;0.105610975;0.125210292;0.125205863;0.122591167;0.050697848;0.070824524;0.065508153
Q6C287;0.012581143;0.011391358;0.012220883;0.008882806;0.01708197;0.015395111;0.026678644;0.029637167;0.02660256;0.025960708;0.026788308;0.028337661;0.020396044;0.021976414;0.021775587
Q6CCJ9;0.046233269;0.043285152;0.037805189;0.048754973;0.046837131;0.049297922;0.069101649;0.091481595;0.088840879;0.09230706;0.096405061;0.090409815;0.060639041;0.079064069;0.075731576
Q6C964;0.06601293;0.061078897;0.044243969;0.055791309;0.062141451;0.065605786;0.043922821;0.060942418;0.058995544;0.056614522;0.046840709;0.045354612;0.048563399;0.060251601;0.062187784
Q6C5A6;0.043268666;0.034247721;0.040523999;0.102943348;0.052840861;0.048865523;0.090135676;0.090301978;0.079194059;0.077242545;0.091456471;0.091714075;0.065314204;0.076647103;0.083681209
Q6C770;0.092252088;0.057034431;0.060844334;0.032915544;0.080898828;0.062659993;0.081262039;0.100043282;0.100449653;0.09771296;0.084242361;0.104360003;0.068459174;0.092211792;0.085086322
Q6CBS9;0.007127896;0.006769326;0.013457886;0.007637904;0.015593854;0.015751101;0.026116611;0.030087267;0.031605509;0.02900579;0.034234158;0.034017966;0.017870597;0.023886886;0.02013801
Q6C008;0.078772881;0.088787365;0.058108014;0.056990165;0.07787652;0.088492294;0.105888877;0.111221797;0.101422694;0.105168;0.095565153;0.10819945;0.103587378;0.112934901;0.108924037
Q6CF65;0.043269974;0.037588349;0.027885329;0.027377065;0.03616862;0.03959753;0.034734677;0.049367601;0.04779866;0.048662914;0.0388924;0.047855794;0.036630718;0.041301174;0.04377918
Q6CAE3;0.042702453;0.039871803;0.035660019;0.048469998;0.048296753;0.040942261;0.083975588;0.070748993;0.066433436;0.072298044;0.078811422;0.084401342;0.050710954;0.065610093;0.068981574
Q6C605;0.246386401;0.153960703;0.22749747;0.099218162;0.28817751;0.19410022;0.49551869;0.535642955;0.281179415;0.167283416;0.142587545;0.172117469;0.450256317;0.301941722;0.451861991
Q6C0B7;0.024677874;0.019978619;0.02290124;0.049595977;0.037202247;0.03051708;0.043940105;0.047318772;0.040627082;0.040935742;0.042034665;0.040534419;0.040690817;0.043575894;0.054954631
Q6C1U3;0.253448126;0.197581435;0.156988299;0.085709373;0.151179227;0.153362641;0.21267909;0.25539934;0.248511354;0.257541499;0.253936807;0.255752246;0.141448599;0.171435628;0.169152994
Q6C370;0.037998575;0.029044169;0.01894038;0.037945694;0.04854065;0.033206764;0.023035545;0.027466824;0.025057247;0.0270786;0.021730098;0.030051991;0.020088;0.025245439;0.031788011
Q6C068;0.039442237;0.033106913;0.031543851;0.028184337;0.037717367;0.036473024;0.047510307;0.049715559;0.047431667;0.04459466;0.047352347;0.054727183;0.03184907;0.041459029;0.042614671
Q6C4L0;0.015391657;0.013955556;0.01134992;0.014452788;0.016022403;0.015958006;0.02949392;0.028782941;0.026410981;0.027558217;0.029305217;0.029335565;0.01373923;0.016507925;0.01976376
